date_week,t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,trend,seasonality
2022-04-04,0,0.2402737209226813,0.1982690718059521,0.3467442479252691,0.0303069368237529,0.4908909587360074,0.1536335988816957,0.1156197357036873,0.2163031617321116,0.5438994259455718,0.2611068274230999,24.16886788019849,25.564460333986947,-0.5352055697123819
2022-04-11,1,0.0062178072100634,0.586900524729738,0.2054224068502095,0.1670335888876764,0.220144925058188,0.1001625569091764,0.2003572580864649,0.3602266854771571,0.0587489538165626,0.4334865888608471,25.4679019430944,25.68822124011852,0.040171093017674506
2022-04-18,2,0.5661400274679534,0.5367301645424537,0.2629919593691419,0.6033169403471565,0.0861273914699475,0.9837499292732876,0.3080700315367291,0.1829131215393358,0.226493939238658,0.2078540708855007,27.210379116911923,25.811982146250084,0.6161590098029563
2022-04-25,3,0.631185270520246,0.0989589205580493,0.9409341876619016,0.5102070520691676,0.2519926416432821,0.001996486621282,0.2424870619743839,0.2745920671982387,0.2746237223398259,0.3830496229410448,27.894853388963774,25.9357430523557,1.1582729000433654
2022-05-02,4,0.7325907871691841,0.2893543675736325,0.1337731387323597,0.1417821869274515,0.221018515196628,0.2658763987720173,0.0694745984771952,0.3741584412209824,0.5365517362192075,0.4598344605649081,28.177915260296643,26.059503958461317,1.6371047417490332
2022-05-09,5,0.2471382326642494,0.3237187142608919,0.9882189012202124,0.8513182353469313,0.8744412014424732,0.0424584536132426,0.9658281207625043,0.1107624426894128,0.2522764827075701,0.082458495623233,28.217103136330586,26.183264864551926,2.0262962847259507
2022-05-16,6,0.18869393867262,0.5114205359689056,0.5041716777568307,0.1380252334631093,0.2728583834569658,0.4651269978800381,0.3919789055690026,0.1937608687173237,0.1594049295530437,0.2060424213724762,27.944849662256452,26.307025770642536,2.300799284681622
2022-05-23,7,0.5605379778669584,0.3506420429043709,0.2392100436694756,0.4563204896427291,0.0534603138043802,0.0338179555032921,0.4723482567422794,0.2949384925977021,0.0119495723159541,0.9447045555986052,27.85504931006578,26.430786676696005,2.4374682798571374
2022-05-30,8,0.7058371015608919,0.4510746212436252,0.42652048326539,0.1287694375303268,0.9268052023585862,0.0497166304400169,0.2026876957104909,0.3316594139947417,0.1737514244202672,0.9660212875626244,28.58462461179158,26.554547582749475,2.4189100518784876
2022-06-06,9,0.9636708728449708,0.6457776291271375,0.2533016180993318,0.6414840929981849,0.4054977788964089,0.0580981315905979,0.5357756808450281,0.5612479783627468,0.4697833058200291,0.9923887631356604,29.98269625120055,26.67830848876309,2.23986912489117
2022-06-13,10,0.1319736316622935,0.5587102629661201,0.2536416260757767,0.2470830627692942,0.0760478409421852,0.1975195573704785,0.4606744444172417,0.4510658272026446,0.0121374105587412,0.0268404637152892,28.743183842221427,26.8020693947767,1.9139111556683366
2022-06-20,11,0.4227828719364606,0.2807167408210785,0.3349613808697392,0.1199445256063743,0.0737439900909613,0.4188676177091386,0.979506245587886,0.3946185585423462,0.0992814036346752,0.8265087689118491,28.39256420742526,26.92583030072502,1.4774097437661802
