date_week,t,x1,x2,x3,x4,x5,y,trend,seasonality
2022-04-04,0,0.367267033647081,0.8578795759331836,0.2981738504258788,0.3379911127043403,0.1692622261931509,12.108002937159387,13.377311870755484,-0.06794529190974222
2022-04-11,1,0.082457295378027,0.0206692408765512,0.917481773299308,0.6252820966497752,0.0644227962464938,12.676176248106811,13.386483697457882,0.005545135544258099
2022-04-18,2,0.4437147298599849,0.1079306150036884,0.8559122943833432,0.1818020408741691,0.2420910859122131,12.813423729886791,13.395655524160277,0.07819555329680652
2022-04-25,3,0.552736809556892,0.3292276182480615,0.1556947773708331,0.6582414413309958,0.3534066812265263,13.200748451736434,13.404827350862675,0.1273803781626346
2022-05-02,4,0.4362519058481454,0.085524467026726,0.1173744342469078,0.5514515950475356,0.1741347520441976,12.849489739024694,13.413999177565072,0.13214054638378622
2022-05-09,5,0.9172977047909028,0.547876217229154,0.9155364039147176,0.1556898631351887,0.9271932187857496,14.462415207046048,13.423171004267468,0.08060833047171603
2022-05-16,6,0.0281767942735345,0.2379341822618401,0.1107996127430125,0.4894790986139962,0.4417306458331423,13.86701987968537,13.432342830969864,-0.025076816808699772
2022-05-23,7,0.3761775395204583,0.2415672042924721,0.5335272506211933,0.635094916145886,0.157224320602213,13.70604811153777,13.44151465767226,-0.16827412498771058
2022-05-30,8,0.3268924555364823,0.2634889063613674,0.220199354391549,0.7227850153791584,0.0199862320740054,12.36901683637147,13.450686484374657,-0.3221714710916405
2022-06-06,9,0.0443719025431634,0.0892975804119299,0.2544910392718674,0.1256834869358045,0.394681191421554,12.7354864025039,13.459858312524036,-0.45764567013756874
2022-06-13,10,0.456409672803615,0.677113049530126,0.3901541464420557,0.6368947776302076,0.1233134197080859,13.361529313664697,13.46903014067341,-0.5520776024797667
2022-06-20,11,0.6067874351360404,0.5946178436533646,0.9259641674233372,0.6011254245454711,0.1706575521554984,13.538407524600592,13.47820196882279,-0.5961416983599597
2022-06-27,12,0.4219743168742771,0.5542582052190594,0.0014492507351545,0.1888347579437626,0.2976505957277131,13.30303042451948,13.487373796972166,-0.5962199898900513
2022-07-04,13,0.185101788337326,0.0311125995186087,0.1143475857417012,0.2282407472385899,0.998879676887163,12.805791285187004,13.496545625121543,-0.5715534589859296
2022-07-11,14,0.5977127914436603,0.3924663655546768,0.5074609082452488,0.7415456874753845,0.1539682073033294,13.30401120274208,13.50571745327092,-0.5470390357143435
2022-07-18,15,0.362589481906081,0.6261741892775103,0.2779409462957699,0.2804888991258261,0.2407175407092797,12.499587561558362,13.514889281420299,-0.5440880480390357
2022-07-25,16,0.3635808308736554,0.1428775887819606,0.2027910975783065,0.2238977742922163,0.3223714363991853,12.626136631593116,13.524061109569674,-0.5726540138595053
2022-08-01,17,0.535903905748911,0.3524339215039033,0.9628956581275414,0.5578623426870222,0.3511027579706244,13.416658859272296,13.533232937719053,-0.627166499910167
2022-08-08,18,0.1052706729592982,0.0181254595608078,0.1860343130627431,0.1029751574312763,0.1090066476629215,12.431096780270511,13.542404527917807,-0.68779323775369
2022-08-15,19,0.5832981938035416,0.0748060367915107,0.5032017301257624,0.374358061557297,0.305864143478867,12.501843079837167,13.551576118116563,-0.7266428343399147
2022-08-22,20,0.486270162775537,0.1978063848029956,0.964225669092555,0.2774804158822133,0.2795507669914198,12.968892194224836,13.560747708315319,-0.7168370423209991
2022-08-29,21,0.5601479474101849,0.3789285875229621,0.5374446338570955,0.4214789016174088,0.3383648699131641,12.967119446862654,13.569919298514073,-0.6414046329767529
2022-09-05,22,0.1363662447582691,0.4233325079419598,0.4998528233736732,0.4673963074993044,0.0590830948454003,12.58162940614839,13.579090888712827,-0.4990150121023058
2022-09-12,23,0.5710130661252351,0.8083211488142275,0.5095711375243045,0.495953234998327,0.0648875404017799,13.36777002740063,13.588262478911583,-0.3046548683888638
2022-09-19,24,0.1361582021392432,0.2893787280582922,0.5673619671640354,0.3350214255625727,0.9755274904159574,13.982333441312942,13.597434069110339,-0.08507912328888456
2022-09-26,25,0.0580379986382138,0.0196147911726318,0.1910970199147421,0.6871924309989407,0.4219679536846944,13.239871228465947,13.606605659309093,0.12935932965239227
2022-10-03,26,0.6086335861887879,0.7550452769843324,0.441563195947727,0.6474791988332399,0.4251820304286731,13.801120592495195,13.615748854283598,0.3136893019189416
2022-10-10,27,0.6129437900866228,0.056518902101062,0.5657130542445883,0.7231626662920028,0.9341044081009072,14.714546017528534,13.624892049258102,0.4550697429556176
2022-10-17,28,0.6237992164176719,0.0849808530966431,0.8882296412968325,0.3454862837785956,0.9606477600179142,15.091868126171708,13.634035244232606,0.5550871912463584
2022-10-24,29,0.3358407925452958,0.8802048610028197,0.9058341532080582,0.5656682622641961,0.2021658497784049,14.739675845582912,13.64317843920711,0.6269600653238135
2022-10-31,30,0.19503015990611,0.6884639644039111,0.903896393587496,0.3337017362556952,0.387424299469825,14.83434469330479,13.652321634181614,0.6887878893946456
2022-11-07,31,0.0050469936112333,0.3087485013763909,0.0687927329431692,0.215999998326401,0.3296512866726423,14.632069440964608,13.661464829156122,0.7553460413181122
2022-11-14,32,0.4595358146630409,0.1207918058377926,0.2652155666285027,0.5050795617662573,0.2876396232183097,14.301484662618458,13.670608024130626,0.831400799239516
2022-11-21,33,0.5123330332057321,0.3534142358479387,0.3215736649502104,0.7329478639491268,0.3490353111744936,14.565333667528623,13.67975121910513,0.9089479319272322
2022-11-28,34,0.5946438828960663,0.3099736926724849,0.8916854039669163,0.6231752075981938,0.1641183768888438,14.466257476722504,13.6884880480607,0.9693694596003019
2022-12-05,35,0.2006020835334392,0.7991092260099357,0.2954059191748743,0.2209734346400172,0.4429697994293599,14.770088550718317,13.697224877016271,0.9897569024082119
2022-12-12,36,0.1531628548112307,0.3826779879575036,0.1866569536337123,0.1767356200898634,0.2091197513215541,14.168588907949406,13.705961705971841,0.9511789388366697
2022-12-19,37,0.4549886314534563,0.074976935152383,0.0139924829926889,0.5978684678894528,0.0761311804726366,13.933209470488066,13.714698534927413,0.8459892503029116
2022-12-26,38,0.5729279184442481,0.8469621361585337,0.2034561394226722,0.5463313203668763,0.0056417367652281,13.677746558002882,13.723435363882983,0.6816088064720957
2023-01-02,39,0.9636708728449708,0.5687018745157524,0.5500979234344321,0.6691159073299349,0.3284024116260208,15.200245585231563,13.732172192838553,0.47944895879309624
2023-01-09,40,0.1071229861827868,0.106655453981525,0.0142124342468493,0.1134005142297813,0.1190076264558965,13.365308080660885,13.740909021794124,0.26932832187846456
2023-01-16,41,0.3431728230731734,0.1034243529351479,0.1162546503855822,0.6676263525707491,0.9560655599081944,14.071159834799118,13.749645850749696,0.081282820188482
2023-01-23,42,0.636736375489558,0.4257936967115456,0.2191082150475302,0.3351968352833488,0.1001893036684157,13.996394868753727,13.757241282310416,-0.062465569918661874
2023-01-30,43,0.30083207704166,0.0841556207261196,0.3748547715192491,0.2117872139355374,0.1624465160816409,13.264968280888828,13.764836713871134,-0.15272564967105784
2023-02-06,44,0.4195269383440495,0.5773275601703659,0.2558001652323631,0.2659448811630236,0.9841316837334272,14.08315850261315,13.772432145431853,-0.19411848534000245
2023-02-13,45,0.0174291145147806,0.5632831268865224,0.8826396945897659,0.993503904012744,0.2670906763204723,13.945504356114634,13.780027576992572,-0.2013856058424666
