date_week,t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,trend,seasonality
2022-04-04,0,0.1341806661586329,0.3270938934815645,0.4698516060184738,0.1701258422199523,0.2892637581986056,0.5719135906760248,0.1009652308214625,0.6212654021712487,0.5738462890317252,0.427118466675562,26.63096583130745,29.57186279300957,0.1466168133667875
2022-04-11,1,0.1415461325613463,0.9605287609205548,0.1556095644407446,0.1852627356202973,0.3692455628590207,0.613383441525055,0.4095763646839147,0.99648160153786,0.3346243046879686,0.5159235313546923,28.82336007811416,29.62287406967502,0.2568937122838064
2022-04-18,2,0.4716523133082413,0.4085628309425506,0.0156158150963255,0.6721066598684972,0.3349747192887259,0.1726169683111557,0.5824906067476913,0.6250831567507498,0.9851365116483954,0.3759154131563127,30.159707366970174,29.673885346340473,0.2759266264530656
2022-04-25,3,0.0879812210206677,0.4246274555720395,0.2309530906977892,0.9661105884787222,0.2383184719105991,0.0909177322039945,0.5381437948846318,0.2768055895784964,0.9116076055187462,0.9561391753006788,30.19180302229897,29.72489662300593,0.2918976527978103
2022-05-02,4,0.0155529396144744,0.9727170538106236,0.5580554317600048,0.8445453456274188,0.6290476475286729,0.7486623389231257,0.5268217154846971,0.6735170611757989,0.150482624621022,0.4851434916607586,30.77747415597185,29.77590789967138,0.40324949839972657
2022-05-09,5,0.6506812771759536,0.1539606538733364,0.5998753053618492,0.4312883233627545,0.4343592372015483,0.7280017562190496,0.9930165942092664,0.4778855112572926,0.0923047360674085,0.2568456575086615,31.932677164137612,29.82691917712864,0.6301449483757774
2022-05-16,6,0.0776532880223901,0.1491985121465863,0.2498792880851353,0.3134943399682368,0.9324720865049184,0.0897618941071539,0.9841191490620264,0.0768655293502315,0.4758992383556112,0.2123899090444651,30.36468123059274,29.8779304545859,0.8822029677149631
2022-05-23,7,0.3519663740361924,0.242974135996712,0.6066767186634276,0.988551732200378,0.4425400486889501,0.4812569450861099,0.2068829130110048,0.3049988703355712,0.2504254696001389,0.1173659247366581,30.592770326884622,29.928941732043164,1.0086322385997806
2022-05-30,8,0.3815822735231604,0.1698757011794087,0.0360657107453134,0.614358898598355,0.9248583778051138,0.1476300047818399,0.2514778054752284,0.9462756030856966,0.184671982284059,0.4761168835921182,30.94096833190806,29.979953009500424,0.8983804095639896
2022-06-06,9,0.4845151425938791,0.3744047164308097,0.3739986803528087,0.5250720576331197,0.3665232739870838,0.1671583154331057,0.3935284835237665,0.5511426207321001,0.9254965832388492,0.3000586332735189,31.12973985198996,30.030964268961853,0.5612433435637029
2022-06-13,10,0.3937022597000323,0.951713920819536,0.1843956399398276,0.0092886116763498,0.3378359602959721,0.7587712065337376,0.099324466234855,0.3112966332526285,0.4024658766442711,0.5200928048740551,30.77921840556064,30.081975528423282,0.13172817564951325
2022-06-20,11,0.937343143728968,0.0882738872746801,0.3145181081939259,0.162916554614292,0.4064262711639164,0.5412347801597583,0.1439898991448975,0.5962293778732116,0.1868625878630236,0.2929269441491419,30.01095312080972,30.13298678788471,-0.2109293288470405
2022-06-27,12,0.5861594164205594,0.2978360418439206,0.1587654490969582,0.011260887644047,0.0042108638008293,0.6193551291032631,0.5558156432360677,0.5748994477091028,0.3919772137979033,0.5194436682535951,29.277838651834564,30.18399804734614,-0.3556303065918266
2022-07-04,13,0.4487346420301414,0.3896285009350136,0.640075528012532,0.9070404149247792,0.546096452357136,0.2303886189353423,0.9869442014312156,0.133234300897938,0.3829633348421575,0.4289099304290983,30.532659458159213,30.231636771435664,-0.3300151898044217
2022-07-11,14,0.4821715318828851,0.2835925117199706,0.2164523650009464,0.1973657019075288,0.0993224525712931,0.6335233591090887,0.2889996342713331,0.3877149835161863,0.5561367413702955,0.3381863722960863,29.546925227960013,30.279275495525184,-0.2800030443088388
2022-07-18,15,0.3956840008838966,0.9137438408940174,0.6771271604853031,0.1427427058039844,0.9439625241494504,0.5465937150554117,0.1952275582822326,0.6781590927394945,0.2868618807999893,0.4380993147138388,30.626427830417263,30.326914219614707,-0.36944370907117974
