date_week,t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y,trend,seasonality
2022-04-04,0,0.5133104795627488,0.4106998091850179,0.1069358851354041,0.9178787706404832,0.0670981268381687,0.30827234971046,0.3643059402066774,0.1843538987024914,0.9660212875626244,0.8947206498619251,0.5996110817023984,0.3934143112886584,0.1151486148294985,0.0555175825899245,0.2989069300259365,0.0105267802227623,0.8279679389790622,0.3543843269980933,0.378794880850698,0.3377196508662985,44.70866439710772,47.898481537822896,-0.903504614866907
2022-04-11,1,0.734877133154231,0.2439060497709359,0.5327170064627114,0.616319614722127,0.078409895602837,0.9448959101690874,0.6164938000215459,0.4984499221358036,0.9923887631356604,0.2678170350514858,0.998558890651704,0.4818317457577197,0.4830505409236195,0.7439295890618711,0.5723178253854438,0.6127581196483679,0.1505552328279341,0.3564662571969873,0.1338904259176082,0.3079660570180692,49.2508056618152,48.00860372941892,-0.4135495379842404
2022-04-18,2,0.6357968715443924,0.244233446030966,0.205188797326061,0.1155857774548029,0.2665746289755752,0.7006502932220832,0.4954659911350125,0.0128780466929842,0.0246788472636295,0.986677930317109,0.3605916478313924,0.0816599443274276,0.6648640866334655,0.9719037368942256,0.68738509319562,0.2220534528046459,0.1238705782206352,0.521246437291994,0.1735667943369411,0.4199631096716794,48.961203317895595,48.118725921014956,0.14465871634557176
2022-04-25,3,0.319447909649375,0.3225368548641402,0.099607284607755,0.1120841344301039,0.5653084751058958,0.979506245587886,0.4334623982512749,0.1053396476591597,0.4796445314538974,0.3845432531294837,0.2248355490837854,0.4807591143015581,0.1571695897764208,0.7442060450510056,0.1217475052187381,0.9560655599081944,0.3318944350479503,0.1792311944438747,0.5135142153832712,0.9562374211517236,49.43100050361837,48.22884811255288,0.7328249937435646
2022-05-02,4,0.392428529607141,0.0107060236400876,0.0341498728357034,0.46144565169901,0.7900070374510585,0.1702318104442242,0.6703314939680521,0.1985364206574286,0.9352758069942098,0.489735812916343,0.4392835878785647,0.2413759328507496,0.9134149207965668,0.0086923149091712,0.1617468638354152,0.186940799310115,0.2740370187921916,0.5467772389201759,0.1450137739712343,0.9255221732521834,50.04791273043841,48.33897030409081,1.2928613638015118
2022-05-09,5,0.3218041684633298,0.315986674022178,0.1298320814477253,0.0912020200158261,0.2620691469116619,0.4115085566425664,0.1520796851528736,0.3396601290720469,0.5234218130768379,0.177612150804452,0.2818008059556486,0.1525084098313116,0.971914081414014,0.4202645373721804,0.522581045856819,0.3031050266797968,0.2936261214896832,0.3752608201955291,0.4088665010926794,0.4296019564156106,50.07484487731245,48.44908513804296,1.7569999397206668
2022-05-16,6,0.0960378396201252,0.6220215589113685,0.1424288614927053,0.6256675340759928,0.2777422700784344,0.3327542318168047,0.0802077845116379,0.2317834098452011,0.4148990300205412,0.8214787850033072,0.0886918232891069,0.19150745776983,0.5776738232656341,0.5233875478035136,0.2141668035737306,0.9841316837334272,0.1115560700954024,0.5156407117923305,0.5867907187472896,0.2295301369928543,49.702258754003736,48.55919997199511,2.064250884013281
2022-05-23,7,0.1778734093906811,0.1827560895187716,0.3987530430509061,0.6104471521881021,0.8086756643653294,0.5294199565536654,0.3034099362742488,0.8826396945897659,0.3920794737450801,0.3318315982355888,0.3975879041100776,0.993503904012744,0.8720357680246629,0.788846142329739,0.1553944425625461,0.4983580351538924,0.1656196869870462,0.9408617504122404,0.4771284640309448,0.4070573054450899,50.71801270930346,48.66931480585667,2.177952888401553
2022-05-30,8,0.2483824260554893,0.4790124138420673,0.3349394414297239,0.0317723603138845,0.7316475030373663,0.2157882398067651,0.105720421908118,0.1324631796585678,0.417606432477559,0.6789785708099791,0.6057722583620544,0.956032125019662,0.2206182255789925,0.4466230324975231,0.2964056699375371,0.9220245989560004,0.3909145646946831,0.1784273957279099,0.4449191989418805,0.1242058292917247,50.29187270252572,48.779429639718224,2.098158093358993
2022-06-06,9,0.2749244366689634,0.2834753863925898,0.9572943672535372,0.7996461691877311,0.1243835316889142,0.0866467973442338,0.4284464535480983,0.3585730128921734,0.3336211898243306,0.2150721177245074,0.6755050430554462,0.046724660586512,0.5397846820549234,0.0686899585632161,0.0128905152251786,0.7491243292344245,0.1862551528669961,0.308183099095985,0.1880597726925896,0.904048678156823,50.66201294308937,48.88954447347443,1.8638715296892425
