date_week,t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y,trend,seasonality
2022-04-04,0,0.5024284608480037,0.1634879808050433,0.4533716907199105,0.1056686435415422,0.1877812991588097,0.0340449460381064,0.2312648531597031,0.5200862511011958,0.6796903641032843,0.5573261441201733,0.2747427654305579,0.3280352876967999,0.5026823265789311,0.1095927274406917,0.2509259685629371,33.22780302057048,37.5589145905241,-1.10960565514731
2022-04-11,1,0.1297769240235227,0.0554068150873122,0.1955714841389756,0.0426927616464793,0.2444005973839005,0.6723078074170228,0.5435742581681845,0.0426509087044623,0.8570241485950749,0.9086267688539756,0.4837931693772729,0.5934526539696372,0.1365040498541873,0.1571777907261493,0.0970091844081318,35.663522461988,37.59643490320247,-0.9047997120612314
2022-04-18,2,0.2879787477380462,0.4201309526580371,0.4990655716992916,0.0447917354007594,0.1060578265168185,0.2100545367526496,0.2206622198386354,0.9095515927383748,0.8503875458729985,0.9129114718218536,0.1885552259568191,0.996373483546578,0.0660982011774997,0.2642792352785613,0.0268229662416761,37.522142581308195,37.633955215880846,-0.5545975109357719
2022-04-25,3,0.0042330183482648,0.3689448332075618,0.1520760375849853,0.0415734880927727,0.0473437853328206,0.2907014755265421,0.1555445097830412,0.4579383913547348,0.8662589733077641,0.7563714875902249,0.7907152208494742,0.3954645535391157,0.2056317119078748,0.1150109788005537,0.513609224929927,36.989591538117566,37.67147552855923,-0.1620888660898186
2022-05-02,4,0.1907677554910511,0.3439027322524772,0.2259606038231288,0.0541066054724403,0.8712014465037485,0.5070239569038177,0.5701585092332103,0.1438498439809785,0.1942429642740222,0.1162879756906428,0.0382066159146327,0.0572760721614699,0.4858474605919837,0.2876200846044897,0.7436083824032411,37.413378283161784,37.708995841237595,0.20795531008692403
2022-05-09,5,0.3060985262773223,0.0193045549550282,0.3800586607647717,0.5018584593622593,0.8683831797645515,0.998879676887163,0.0495628338262128,0.2582220268122496,0.981421288630042,0.5509401725027492,0.7557700484905374,0.5760630390165052,0.4822994373554899,0.5437474682637197,0.1287955626874184,38.77024375473066,37.74651615391598,0.5134839614804506
2022-05-16,6,0.0769781470026382,0.2435151237465372,0.2814252909837071,0.3115795715041939,0.2908504643284623,0.2622725128886849,0.5484578464685607,0.4289671834681393,0.5460595899302125,0.5956247302546395,0.9799138945563578,0.4995693078146094,0.4581480503909462,0.476890015199821,0.1988829182594424,39.54240322738631,37.784036466594344,0.7003473566501695
2022-05-23,7,0.4601483226339099,0.3885247210249339,0.246263070107711,0.0773725532388004,0.4344732464875177,0.4100430563163535,0.2019106131249007,0.4847414156058509,0.183792397270383,0.87933478726849,0.5305800970883823,0.115330709316763,0.2662240340407122,0.4360339043365385,0.9738257135088684,39.01163493919459,37.82155675826336,0.7084126818904977
2022-05-30,8,0.2764729366936462,0.0886518101077856,0.974134429486488,0.3159037807624762,0.862649616262373,0.5491339295870394,0.1330246858101822,0.3050051122892421,0.090177084348739,0.5063330479028105,0.1827368521925902,0.1615374676387478,0.3247710959486202,0.5469519679446996,0.7948698115584439,39.23408305180318,37.85907704993238,0.5238202652068081
2022-06-06,9,0.5271066041234618,0.2186760383560661,0.1194092468930109,0.3265153392136635,0.2466076649090261,0.5980754353636757,0.3123421205285706,0.5527577055176907,0.0702920820050195,0.6008455702144315,0.698328180211497,0.3867773067071381,0.4724507680127247,0.5348685674987753,0.3184045359747948,39.14575832538233,37.8965973416014,0.21864295177167808
2022-06-13,10,0.4751964335455217,0.0112463739960872,0.4306003334323665,0.2988131434657998,0.4492638367180652,0.1856840961186388,0.3094863939491423,0.3956745734721918,0.6308324487266677,0.7014531983604615,0.3806043894285028,0.1280804936658615,0.3751018890727187,0.3209423054514317,0.942666287822342,38.18609446420768,37.93411763327042,-0.07937664813059717
2022-06-20,11,0.3133935846177815,0.0464151909693645,0.027038962050253,0.1242485488132055,0.4763916394266825,0.5210150778381702,0.6176032356432164,0.9747578061892131,0.6225337635449997,0.0822633632964355,0.614412115501841,0.9165163716026364,0.141293802865129,0.4014264547722699,0.4702007739974534,37.49562661866733,37.97163792493944,-0.27364795318359963
