date_week,t,x1,x2,y,trend,seasonality
2022-04-04,0,0.3924449584258521,0.0108704320377141,4.443386839114557,4.77183134987386,-0.3236817093008868
2022-04-11,1,0.607128193592055,0.4547813324737373,4.831562656012254,4.7976461872883105,-0.10491209835819501
2022-04-18,2,0.3835134184877042,0.0542742922480613,4.647929964024181,4.823461024702761,0.11763837935322675
2022-04-25,3,0.5743697178529141,0.2460002188242536,5.513143446078205,4.849275862114308,0.31362890502349183
2022-05-02,4,0.9674359524936766,0.2666996898303164,5.535418762391667,4.875090699525857,0.4573243948700233
2022-05-09,5,0.6196168915642902,0.3386426655902715,5.385404249913755,4.900905536927326,0.5316248140966949
2022-05-16,6,0.3552479264148609,0.2751707242006362,5.077154737209384,4.926720374328795,0.5303647241750342
2022-05-23,7,0.1698592159893135,0.937343143728968,5.18155140944481,4.95253521174,0.4585134389477156
2022-05-30,8,0.3138253723566838,0.4096850021545721,5.07382443415255,4.978350049151204,0.33035138907136674
2022-06-06,9,0.4635945221959014,0.3136345636304641,5.283237082427999,5.004164886572978,0.16611296370122192
2022-06-13,10,0.8912094095005791,0.3370046433521468,5.41269051033304,5.029979723994754,-0.012119475496626527
2022-06-20,11,0.7035240339553674,0.2765558245989872,4.945632716301794,5.055794561408934,-0.18437278670734533
2022-06-27,12,0.2885948760594901,0.9647618088753548,4.830961925869241,5.081609398823115,-0.33578194509620374
2022-07-04,13,0.924216896506824,0.1237283057425799,4.8301779583584015,5.107424236233397,-0.45808441505144865
2022-07-11,14,0.4271684178107852,0.3761798578081137,4.437507760828661,5.133239073643678,-0.549437440648699
2022-07-18,15,0.6293175746440857,0.3030594565574129,4.559307202292927,5.159053911042422,-0.6127814702267517
2022-07-25,16,0.0972491292881651,0.0229366711208576,4.308414248306146,5.184868748441167,-0.6532994326332573
2022-08-01,17,0.0948328073611823,0.1616854530135821,4.278012142498027,5.210683585842272,-0.6757053113457364
2022-08-08,18,0.1831528442628089,0.9271669354015912,4.581398006007987,5.236498423243377,-0.6820974010681216
2022-08-15,19,0.8844496736882935,0.428339437733383,4.49377217896644,5.262313260639051,-0.6709357704264577
2022-08-22,20,0.6166657260881744,0.0070052377904287,4.832256037004655,5.288128098034723,-0.637395329743546
2022-08-29,21,0.7703531990744807,0.1619455091078859,4.718224760599588,5.31394293543156,-0.5749815489979855
2022-09-05,22,0.5845764338825975,0.0053533084710711,5.367628225889933,5.339757772828396,-0.47796379376977566
2022-09-12,23,0.3687798412529373,0.4517621733137781,5.005216527717772,5.3655726102193295,-0.3439616103629413
2022-09-19,24,0.468594728405639,0.0602560667686664,5.246705585042595,5.391387447610264,-0.17596514135154187
2022-09-26,25,0.538320252750792,0.0313681128312236,5.041463178359484,5.417202285014293,0.016804282155465054
2022-10-03,26,0.8621179849076281,0.9818833431950986,5.626557848202619,5.443017122418321,0.21951259579700252
2022-10-10,27,0.3974843109091034,0.2434262147256626,5.928435206894857,5.46883195982235,0.41377016154315555
2022-10-17,28,0.8922401099666429,0.1738291957709164,6.041967233270555,5.494646797233401,0.5807285921877825
2022-10-24,29,0.5567105335443441,0.0267592507210091,6.261261149298363,5.520461634644453,0.7045467010969418
2022-10-31,30,0.7523196157789241,0.2127026509532696,5.97501436765002,5.546276472061168,0.7754373744059094
2022-11-07,31,0.4517930575448548,0.1998419410343151,6.563588734607658,5.572091309477883,0.7915744745261777
2022-11-14,32,0.6281921102971005,0.2857985089396025,6.307627501136797,5.597906146889529,0.7593791503685535
2022-11-21,33,0.3075342807016989,0.0037045795129772,6.807604685420854,5.623720984301176,0.6920653017907576
2022-11-28,34,0.474264464867445,0.0807815139165582,6.299709177692482,5.649535821724443,0.606722576929009
2022-12-05,35,0.196139020852639,0.1145892217520166,6.483518526003503,5.675350659147709,0.5205599927544334
2022-12-12,36,0.0913495334762414,0.2404969533021257,5.687639720489099,5.70116549656297,0.4471427910540788
2022-12-19,37,0.0350183030979337,0.1650449325174244,5.8861776726639246,5.726980333978231,0.3934780531442758
2022-12-26,38,0.6367474043280695,0.3348511338562718,5.964257651850503,5.7527951713827665,0.35863159314454623
2023-01-02,39,0.4140340905993741,0.1558342061967575,5.941451672139787,5.778610008787303,0.3342252679805033
2023-01-09,40,0.8977341470931756,0.90963301008442,6.323697252475508,5.804424846180228,0.3067429350074112
2023-01-16,41,0.7576054340323778,0.9618699581980764,6.219033203879824,5.830239683573154,0.26115888880794685
2023-01-23,42,0.3493247527763567,0.032448938544058,6.046438996206692,5.856054520969097,0.18508879851510518
2023-01-30,43,0.9736787697052228,0.1141378201018038,6.1679993784961,5.881869358365041,0.0725227178076832
2023-02-06,44,0.5370670702631926,0.3073869947943879,6.012828823309214,5.907684195755593,-0.07373261253501416
2023-02-13,45,0.6947426114705255,0.4207480952715247,5.825639941851477,5.933499033146146,-0.24151077226756595
2023-02-20,46,0.3693712432892388,0.0349545394330185,5.289673232483187,5.959313870532179,-0.41084562452951223
2023-02-27,47,0.1779482519114764,0.1008944986391735,5.215517745157562,5.985128707918209,-0.5573799780685438
2023-03-06,48,0.155821141201958,0.2493499909839724,5.282474793331892,6.010943545296742,-0.6569583823576991
2023-03-13,49,0.1643744999921033,0.3650770498096725,4.819649006653787,6.036758382675275,-0.6904676440491344
2023-03-20,50,0.5477197558651801,0.9033279269888116,5.971251146025325,6.062573220060003,-0.647916192741044
2023-03-27,51,0.1021707124897898,0.8669729635415503,5.638088467084028,6.08838805744473,-0.5308876370502176
