date_week,t,x1,x2,y,trend,seasonality
2022-04-04,0,0.3924449584258521,0.433357096125631,4.2357540905015885,4.96476570480043,-0.06276803609447733
2022-04-11,1,0.607128193592055,0.0287895340079048,5.073987676010203,4.973700154921002,0.013772770781556483
2022-04-18,2,0.3835134184877042,0.9766364932921876,5.402168311772898,4.982634605041573,0.08641499035900772
2022-04-25,3,0.5743697178529141,0.3355610280799739,4.854473905930378,4.991569055162144,0.14878137039425088
2022-05-02,4,0.9674359524936766,0.0470156157442116,5.879217191251423,5.000503505282715,0.19516518999647708
2022-05-09,5,0.6196168915642902,0.139180396978531,5.427511851060157,5.009437955719966,0.22089059115728443
2022-05-16,6,0.3552479264148609,0.3389056405417055,5.036784902289062,5.018372406157217,0.22261177368719148
2022-05-23,7,0.1698592159893135,0.210543295776044,4.458080121740969,5.027306856594467,0.19853334055165947
2022-05-30,8,0.3138253723566838,0.2438267273505319,5.0279506830899745,5.036241307031717,0.14853866670315968
2022-06-06,9,0.4635945221959014,0.4392696299655437,5.061068128399578,5.045175756836786,0.07421851501255004
2022-06-13,10,0.8912094095005791,0.4498862805261813,4.912603958258976,5.054110206641854,-0.02120207194162993
2022-06-20,11,0.7035240339553674,0.2985227103053925,4.509932994829749,5.063044656446923,-0.13303465177401577
2022-06-27,12,0.2885948760594901,0.4326449969398033,5.001908475712386,5.071979106251991,-0.25538638222733295
2022-07-04,13,0.924216896506824,0.2216616273310678,4.598533387473915,5.080913554332407,-0.3814923448800974
2022-07-11,14,0.4271684178107852,0.9744818373184104,4.548699037376677,5.0898480024128245,-0.5041021044609113
2022-07-18,15,0.6293175746440857,0.3303914701289294,5.2857009121886565,5.098782450493241,-0.6158982252503675
2022-07-25,16,0.0972491292881651,0.9676979826868184,4.872490260395558,5.107716898573658,-0.7099225624584504
2022-08-01,17,0.0948328073611823,0.0240154311070546,4.270146803692394,5.116651346085496,-0.779985640478404
2022-08-08,18,0.1831528442628089,0.8826926528427004,3.9599826999898817,5.125585793597334,-0.8210353516040656
2022-08-15,19,0.8844496736882935,0.3053964343734723,4.6432443650620945,5.134520241109172,-0.8294635056939704
2022-08-22,20,0.6166657260881744,0.3896169174168762,3.984983066829945,5.14345468862101,-0.8033323013997856
2022-08-29,21,0.7703531990744807,0.1051487619957342,4.673169545161488,5.1523891361328475,-0.7425073690860936
2022-09-05,22,0.5845764338825975,0.2995624303783039,4.550504369898016,5.16132358140034,-0.6486893904665929
2022-09-12,23,0.3687798412529373,0.1579335885282352,4.433254422315948,5.170258026667831,-0.5253421214141962
2022-09-19,24,0.468594728405639,0.0575879071373847,4.4553686108083115,5.1791924719353215,-0.37752059648301184
2022-09-26,25,0.538320252750792,0.0017398428209248,5.121396916983789,5.188126917202814,-0.21160903289539593
2022-10-03,26,0.8621179849076281,0.9068400198646038,5.573427881459031,5.197061359564318,-0.03498314681551227
2022-10-10,27,0.3974843109091034,0.3662855586174236,5.664740075359302,5.205995801925822,0.14438405427533563
2022-10-17,28,0.8922401099666429,0.1119332486454016,6.070626492141502,5.214930244287325,0.3183506835898631
2022-10-24,29,0.5567105335443441,0.140758162105474,5.719365012841687,5.22386468664883,0.47904429953692895
2022-10-31,30,0.7523196157789241,0.2541949256590058,5.807485957064771,5.232799035693074,0.6192852756841376
2022-11-07,31,0.4517930575448548,0.4467504485454389,5.755934002834018,5.2417333847373175,0.7329712045388955
2022-11-14,32,0.6281921102971005,0.0642186354931319,6.146896270188497,5.250667733781561,0.8154005601066723
2022-11-21,33,0.3075342807016989,0.9677848301637298,6.502742984938579,5.259602082825804,0.8635173329498743
2022-11-28,34,0.474264464867445,0.9439107664270868,6.347233871584751,5.268535432848158,0.8760628910690945
2022-12-05,35,0.196139020852639,0.1335741294455424,6.302535442748408,5.277468782870511,0.8536266483810014
2022-12-12,36,0.0913495334762414,0.349839963910565,5.594138066756507,5.2864021328928645,0.798592932381132
2022-12-19,37,0.0350183030979337,0.1965981183754023,5.465656865691789,5.295335482915219,0.7149873985159617
2022-12-26,38,0.6367474043280695,0.3807092383443057,5.749878631511147,5.304268833037366,0.6082320972280998
2023-01-02,39,0.4140340905993741,0.0474525376897713,5.449210577291136,5.313202183159512,0.4848235284374229
2023-01-09,40,0.8977341470931756,0.2565816184284754,6.33065464010574,5.322135533281659,0.3519524158953337
2023-01-16,41,0.7576054340323778,0.3212912451745545,6.018299989051844,5.331068883403805,0.21708724699177567
2023-01-23,42,0.3493247527763567,0.342029421708489,5.400626843626106,5.340002233886455,0.08754566151205953
2023-01-30,43,0.9736787697052228,0.3782372114434867,5.481332199918357,5.348935584369105,-0.029921581445211978
2023-02-06,44,0.5370670702631926,0.8913813730010061,5.616362890887912,5.357868934851754,-0.12951011216012115
2023-02-13,45,0.6947426114705255,0.1317124751206784,5.166911640195531,5.366802285334406,-0.20668315398297704
2023-02-20,46,0.3693712432892388,0.0836376586703045,5.428089259907995,5.375735636644187,-0.2584160637018275
2023-02-27,47,0.1779482519114764,0.2132549709257055,4.807160104026708,5.38466898795397,-0.28335033065361687
2023-03-06,48,0.155821141201958,0.3105562613984626,4.943848014789442,5.393602339263752,-0.28184843546136595
2023-03-13,49,0.1643744999921033,0.9605287609205548,4.878410625028603,5.402535690573534,-0.255946740742591
2023-03-20,50,0.5477197558651801,0.3879061879553,5.294790455483897,5.411469041187161,-0.20920951605812982
2023-03-27,51,0.1021707124897898,0.403158596713536,4.93843627849718,5.420402391800787,-0.14649294448243502
2023-04-03,52,0.0180612965276788,0.9727170538106236,4.790664017204064,5.4293357424144135,-0.07363318596321017
2023-04-10,53,0.7556222671337622,0.1461765139068881,5.42689363740609,5.4382690930280395,0.002923019422605949
2023-04-17,54,0.0901771045273252,0.1416551426419963,5.277870742223863,5.4472024436416655,0.07652339216523318
2023-04-24,55,0.4087310313558627,0.2306895383723003,5.4998318406257285,5.456135792931527,0.14072691649081948
2023-05-01,56,0.4431233427662567,0.1612869078636375,5.646186715776298,5.465069142221388,0.1897078463596466
2023-05-08,57,0.5626570847349331,0.3554750831545473,6.134652239193342,5.47400249151125,0.218623102826608
2023-05-15,58,0.4571980238026397,0.951713920819536,6.053369458382877,5.482935840801111,0.2239213824436071
2023-05-22,59,0.937343143728968,0.0838108230005189,5.841265416218923,5.491869189174138,0.2035756871008997
2023-05-29,60,0.6806944085740698,0.2827776657040441,5.995159405370731,5.500802537547164,0.15722543969666747
2023-06-05,61,0.521105953784163,0.3699291640596924,5.511256786857929,5.5097358859201915,0.08621960944673059
2023-06-12,62,0.5599354996811782,0.2692542782224628,5.913616952704782,5.518669234293219,-0.006441968978726532
2023-06-19,63,0.4594993775049055,0.9137438408940174,5.635860377084174,5.5276025833931905,-0.11626597048946513
2023-06-26,64,0.9647618088753548,0.4023153294303105,5.172796402411863,5.5365359324931624,-0.2375127847796728
2023-07-03,65,0.205575418817848,0.882176795610569,5.440324189370869,5.545469281593134,-0.36351944467328723
2023-07-10,66,0.625025384091459,0.0610189861498964,5.329762135901894,5.554402630693105,-0.4870797403047451
2023-07-17,67,0.5035353416874524,0.1068786451781384,4.279377428215182,5.563335980331371,-0.6008596211560153
2023-07-24,68,0.0381094345684138,0.0358717457011124,4.346673858022796,5.572269329969637,-0.6978238919414014
2023-07-31,69,0.2686414763423201,0.452773590748536,4.452964124368204,5.581202679607903,-0.7716494989218302
2023-08-07,70,0.9271669354015912,0.9628186618058164,4.53460284256077,5.590136029246168,-0.8171014222605194
