date_week,t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,trend,seasonality
2022-04-04,0,0.2402737209226813,0.0260655692509583,0.1355710552721653,0.3699326703313966,0.2806402611687839,0.0303720112305614,0.5315419106416841,0.2880032132976688,0.0912795828529996,0.253285964548974,23.75789947338275,27.93407821967486,-0.5127514870727511
2022-04-11,1,0.0062178072100634,0.1436577244248432,0.2349308683755567,0.6141580170567168,0.1816541221000119,0.0786048329074803,0.0106408280712157,0.364465923843525,0.0616211975680653,0.8236951744580298,25.090182538048655,27.969454762337364,-0.5223113107283222
2022-04-18,2,0.5661400274679534,0.5188844910439803,0.3612305374940555,0.2944848751784194,0.4247675235842534,0.3770221788366519,0.4908492307720381,0.264154144112277,0.2149434757726269,0.2557255882956852,27.72804277778011,28.00483130499987,-0.3581541861611947
2022-04-25,3,0.631185270520246,0.4388050605501405,0.2843305831970152,0.542699596492738,0.9459871575106308,0.183496392749236,0.5457423197473897,0.3395119716291708,0.129128534330075,0.2339426530283223,27.925866616580624,28.040207847662373,-0.1073391243638367
2022-05-02,4,0.7325907871691841,0.1219401826519587,0.0814631219561155,0.651487330247131,0.5240849357770863,0.20751235797181,0.3075104331025998,0.4733178054845061,0.0412814483935087,0.083750885008787,27.816353266978098,28.075584390324877,0.12280517309023228
2022-05-09,5,0.2471382326642494,0.7321787268401102,0.9658281207625043,0.1168260967300685,0.1858367388332077,0.5388621960344739,0.967883458447882,0.5561789524570886,0.4425584751756794,0.8686533835131917,29.83904585930678,28.110960932987382,0.26725200937640403
2022-05-16,6,0.18869393867262,0.1187090038869477,0.4596187108454302,0.2919181543129717,0.1486331211110075,0.6211375223284541,0.3996263352491511,0.0361943426190604,0.9611756267230732,0.2121363414667035,28.975916783786328,28.14633747564989,0.3283421310538958
2022-05-23,7,0.5605379778669584,0.3924597656498131,0.8330350777910258,0.8447683717460602,0.5028021875334582,0.6264865209582355,0.309154060147771,0.2677926823329805,0.4136205748326435,0.4081634020399951,29.03661350353758,28.17678240163707,0.35141520882194033
2022-05-30,8,0.7058371015608919,0.1107485296476113,0.2376634458720566,0.8638300993999312,0.4594598941941524,0.269348854810281,0.2629134021323744,0.4344254699315553,0.5460271856480747,0.3264124416164758,28.873469905873087,28.207227327624253,0.3736658226871917
2022-06-06,9,0.9636708728449708,0.5517102618014382,0.9448959101690874,0.9923887631356604,0.8636017462548002,0.5157229069319458,0.2644579607087369,0.0146735174105618,0.5237238284061713,0.9968375249315816,30.12562859993938,28.237672253611432,0.38606912779488134
2022-06-13,10,0.1319736316622935,0.2125045074929617,0.540168338791421,0.038027210981506,0.0953688473042132,0.6194114925667104,0.386706362944078,0.949196085805464,0.3887487581696947,0.1613450930160511,29.807174862641677,28.26811717959862,0.3368301734199694
2022-06-20,11,0.4227828719364606,0.1031586384545459,0.979506245587886,0.7390760029786124,0.5614679625312256,0.1097082329400338,0.1329694332101254,0.4495721171712708,0.3144706236097089,0.3480820487878296,28.474055610258276,28.2985621055858,0.1735541209286674
2022-06-27,12,0.7844479964501361,0.0353674372210802,0.1312406990286755,0.8363370494253045,0.2818976264624196,0.1457521661991686,0.4056473527222974,0.3402574769853519,0.215359153205345,0.4983816661038265,28.082593923940394,28.329007031572978,-0.10749462669661554
2022-07-04,13,0.3706198187936463,0.1344610567651627,0.3172536935906394,0.806531662746229,0.1781112070257139,0.4709044592404717,0.2784014173547879,0.3145178095023666,0.2978408362511581,0.1206020474802702,28.157494555020097,28.35221455849255,-0.4427237097627229
2022-07-11,14,0.516849796727604,0.1475069568061961,0.2565378225986499,0.6393107742056241,0.2236573346711748,0.1929884438475793,0.3825475436897924,0.1033095829419408,0.1933061723059594,0.8231738011496573,27.431444357671143,28.37542208541212,-0.729728578949245
2022-07-18,15,0.0214723620124697,0.4129700067894015,0.4081578231267145,0.6041485127060695,0.993503904012744,0.1400279182034084,0.5334882281562177,0.0464816276230557,0.1035372722820435,0.352292549670598,27.446929893488942,28.398629612331693,-0.8860184756983855
2022-07-25,16,0.5904603701446672,0.3468812233831983,0.1663625579761211,0.643482564052413,0.956032125019662,0.2670949373774046,0.132373104764017,0.477736615233008,0.2980519400910514,0.065336751138077,27.84496315334419,28.421837139251263,-0.8984700310810612
2022-08-01,17,0.9190886196338224,0.7362279648867542,0.0668005951553871,0.5140711491840186,0.0545687002056841,0.0116158080159435,0.2286372756644512,0.923986139489024,0.3978367341348007,0.9680567674181526,28.807854777487723,28.445044666170833,-0.8287234787330343
2022-08-08,18,0.7249245269810387,0.7338107493003305,0.3168860960579756,0.7050165505755507,0.2053759906906337,0.318548071627216,0.1560215298389054,0.5558912675183322,0.3522002743379422,0.2599428631231767,28.764629731053745,28.468252193090407,-0.7690779503972224
2022-08-15,19,0.7763856978365513,0.6126010367439204,0.4251630579006253,0.448832655268763,0.4688758320995173,0.0343533806192992,0.0298686253753557,0.0150514279720071,0.443968353486141,0.3000557833189647,27.76088579132744,28.49145972000998,-0.777635583076591
2022-08-22,20,0.5789709080633388,0.5164990142240875,0.2553187407962833,0.2020365549931624,0.0230177644279845,0.1778429147914778,0.3527378336868116,0.02733859153894,0.2021625870693063,0.4951186025533809,26.79830355443196,28.50747713101504,-0.8368455702609812
2022-08-29,21,0.2152895597378656,0.649883308905867,0.9874393427162872,0.0843682522057185,0.0234077603558853,0.1580985649124656,0.3563839522864718,0.3596588981418794,5.779025762213687e-05,0.9646372922171242,27.594167164868793,28.523494542020103,-0.8649576281503943
2022-09-05,22,0.6738023159020019,0.7219674238743526,0.2699280734344566,0.8121753028035447,0.0292503991363583,0.2394239760708979,0.9994108501412068,0.4021771696572538,0.1279631091440018,0.1549732786428697,28.67085946059325,28.539511953025162,-0.7743708391682246
2022-09-12,23,0.1855872179688176,0.0173946542238748,0.1993371179394698,0.6750236189780382,0.8684448332578513,0.0911270185548641,0.340794785003214,0.4253862567769428,0.1743177084839857,0.0859417562085265,28.073768035540056,28.555529364030225,-0.5382175152291113
2022-09-19,24,0.7288256597478076,0.0908313826991686,0.5411328760122257,0.1584922826825054,0.2174591948665407,0.3424414984018969,0.2246006225737185,0.6145809045152621,0.3328184754235699,0.4700418720887147,28.232203098431462,28.571546775035284,-0.219203212444222
2022-09-26,25,0.0549883496883468,0.2770687426102734,0.3102861164297116,0.7354539952687437,0.2076900509785589,0.4998990896688274,0.5109757817839848,0.897865788127695,0.2343437335671643,0.4273167390966131,29.09750475302405,28.587564186040346,0.06146208484915066
2022-10-03,26,0.7237518509184514,0.071974996106355,0.181652510717488,0.2685743769555589,0.5169407827215162,0.2463162374986461,0.0087232308591672,0.9892944308928155,0.3957393354617399,0.2818244192305322,28.979567858824716,28.598154580039562,0.19744180917549575
2022-10-10,27,0.144232824117298,0.4610772796691048,0.1904781008661063,0.5684117987979991,0.2075769719194615,0.9271932187857496,0.1716411625847602,0.2340646996497976,0.1347526394899499,0.4087414141677302,28.046096843676043,28.608744974038785,0.16602271564113089
2022-10-17,28,0.3289125880184216,0.2002387438031403,0.9471557892442384,0.318476996802913,0.4811596364005505,0.6248346719547997,0.4263594464561555,0.3287099974492927,0.2816189269569572,0.9441499806395016,28.697554307440026,28.619335368038005,0.046422346975811095
2022-10-24,29,0.2777022635376305,0.2032961933915408,0.961736748159922,0.1915077054042686,0.2406614637509431,0.2223961767504546,0.0915665034487476,0.993629312938368,0.0013515672089133,0.8419109783899698,29.11846928436242,28.629925762037225,-0.02649299278588945
2022-10-31,30,0.6061342769359482,0.2217448838763392,0.4296608486531165,0.1570318768613793,0.1938628154050643,0.0282708272096903,0.2048283291996238,0.4913440665581428,0.4129659052191575,0.3586356622208527,29.22064599491031,28.640516156036444,0.054673823361994264
2022-11-07,31,0.1565640646097209,0.0751503426551271,0.1853433100643562,0.0634447861262316,0.2523157955971555,0.5582825078923094,0.4814367837365553,0.0402938375719011,0.5207102704570072,0.9086267688539756,29.04485707058718,28.651106550035667,0.3022702944443192
2022-11-14,32,0.3474201874203281,0.5698393781075942,0.4729649897843818,0.0665640254489906,0.1094926328468087,0.1744286951284589,0.1954377121707108,0.9095515927383748,0.5166780069507885,0.9129114718218536,30.52038991575254,28.658797814746226,0.6247436226077666
2022-11-21,33,0.0051067519372838,0.5004137233424217,0.1441226276497604,0.0617814580000335,0.0488770690035084,0.2413976857244562,0.1377637873621616,0.4326307626185436,0.5263211602804158,0.4867200151988581,28.82950344491484,28.666489079456785,0.8823135159209416
2022-11-28,34,0.2301439598825654,0.4664481820166249,0.2141431121265033,0.0804066516155779,0.8712014465037485,0.4210312643984601,0.504982115654814,0.1359000880444653,0.1180180355796314,0.0748305379356893,28.089838178712288,28.674180344167343,0.9715783274469701
2022-12-05,35,0.3692800534888354,0.0261834923626085,0.360182009738764,0.7458009599738407,0.8683831797645515,0.998879676887163,0.0438971694328807,0.2439515762244783,0.981421288630042,0.3545263320124987,29.256651025862293,28.681871608877902,0.8851226057574652
2022-12-12,36,0.0928671385266702,0.3302887011718632,0.2667070569944599,0.4630316361138157,0.3002699956234733,0.2177903552976137,0.4857621155731838,0.4052606272497249,0.3317745914445023,0.3832805473484648,29.505912748391893,28.68956287358846,0.7088995322474404
2022-12-19,37,0.5551271326314686,0.5269706599991438,0.2333837816966153,0.1149816714347168,0.4485441689857278,0.3404985979615816,0.1788296533995393,0.4579525374274636,0.1116684857101036,0.87933478726849,28.849628032879615,28.69725413829902,0.560924467883768
2022-12-26,38,0.3335394720520384,0.1202417770467184,0.974134429486488,0.4694577496041669,0.862649616262373,0.4559992669971318,0.1178182666519957,0.2881492288556186,0.0547897443231112,0.3258219443941465,28.803230636078776,28.704945403838074,0.5128507468927553
2023-01-02,39,0.6359062140295292,0.2965985174752855,0.1131642742748503,0.4852273562174956,0.2545943415765828,0.4966401554169479,0.2766374302555813,0.5222099570510759,0.0427080253127305,0.3866401230943415,29.070819249003172,28.712636669377133,0.5463766929048838
2023-01-09,40,0.5732813108626679,0.0152538791140009,0.4080804083710743,0.4440597245940409,0.4638137697204187,0.1541915499317248,0.2741081496670117,0.3738079088840547,0.3832808393182387,0.4513804618085445,29.144010556084233,28.72032793491619,0.5725173540475491
2023-01-16,41,0.3780808783961997,0.0629546654189415,0.0256248539973096,0.1846430706737506,0.4918201379392156,0.4326494517782326,0.5470033043789989,0.9747578061892131,0.378238728646716,0.0529359264473519,29.141152300981563,28.728019200455243,0.4995655250073532
2023-01-23,42,0.7604289380330289,0.1664683133489594,0.0609779974186648,0.3884448251105026,0.0508732140454111,0.3954287832087085,0.4266858533264626,0.5987757049730466,0.473413907985621,0.0355612247508827,29.49833491600206,28.735710465994302,0.303077564407189
2023-01-30,43,0.554228607495116,0.3188956863423539,0.1396191741010962,0.7787323390646728,0.0900260494563741,0.4786222203226583,0.2608990127420167,0.1053012045591144,0.3963067632196847,0.0191857909086648,28.821284142107334,28.743401731533364,0.049933245103271365
