date_week,t,x1,x2,x3,x4,x5,y,trend,seasonality
2022-04-04,0,0.367267033647081,0.7023102561388928,0.557432638258721,0.9990258823239376,0.9387518284798846,13.664509765912989,12.986699432076975,0.2383693009445837
2022-04-11,1,0.082457295378027,0.1934392380550106,0.5349802576163422,0.2031105103098618,0.0116205267193503,12.7609959274522,13.022967756859359,0.22873726793833704
2022-04-18,2,0.4437147298599849,0.7596615857469472,0.4206372971385316,0.6578370158132595,0.0606800512402537,13.029246415093365,13.059236081641744,0.2217549347110772
2022-04-25,3,0.552736809556892,0.0573148548808113,0.9176922571709129,0.4692813919434114,0.1850962189395137,13.220989827562184,13.095504406424867,0.22764613565948236
2022-05-02,4,0.4362519058481454,0.7543731088532833,0.4859131097350785,0.6245139222115597,0.0480830118618315,13.575698923625914,13.131772731207992,0.24437967325186877
2022-05-09,5,0.9172977047909028,0.1503351788185127,0.3525509250355773,0.4883682075317326,0.3080234179490717,13.79972102941566,13.168041056005903,0.259878115313688
2022-05-16,6,0.0281767942735345,0.3428285692804302,0.0543132181835025,0.2810163801178499,0.1337698147181218,13.571900770561902,13.204309380803815,0.25757130740770706
2022-05-23,7,0.3761775395204583,0.2894515842890474,0.3441611144845523,0.5894567491215118,0.1358123488310626,13.424790645612418,13.240577705599573,0.22301749569889692
2022-05-30,8,0.3268924555364823,0.631779246290631,0.149960627413094,0.0205201449012319,0.1481370261690791,13.511115716021203,13.276846030395335,0.1491802776705511
2022-06-06,9,0.0443719025431634,0.1631881424613437,0.0934977539511589,0.3461892647891371,0.0502043072286895,12.596647501363057,13.313114355174894,0.038668527556900034
2022-06-13,10,0.456409672803615,0.3621192077506599,0.3565731258875594,0.2881117471015484,0.3806821126658863,13.445730958141327,13.349382679954454,-0.0974980413987004
2022-06-20,11,0.6067874351360404,0.0053228137934053,0.5531707581518825,0.3696354338442692,0.3343021923855646,13.153677570488652,13.385651004745482,-0.24373269266768433
2022-06-27,12,0.4219743168742771,0.2398811336787561,0.2078614122124382,0.0988801051054059,0.3116114578970411,13.284943828607608,13.42191932953651,-0.3845996394164598
2022-07-04,13,0.185101788337326,0.3849039441272088,0.5416762500644988,0.1723976174671297,0.0174919241675974,13.081611108455084,13.458187654335259,-0.5085275966341604
2022-07-11,14,0.5977127914436603,0.0967962595353229,0.3703583350451913,0.4354757980825578,0.2206498978174089,12.724569436840392,13.494455979134006,-0.6092337532093557
2022-07-18,15,0.362589481906081,0.5786140378371137,0.1050191729057693,0.3004422869475154,0.3520435966142247,12.888065992254434,13.530724303948515,-0.6846345918831845
2022-07-25,16,0.3635808308736554,0.3476512124119314,0.9649677439797356,0.6133727294949988,0.0803277124667268,12.949163717523222,13.566992628763023,-0.7341115940412011
2022-08-01,17,0.535903905748911,0.6628108059520923,0.282992709919135,0.4688579194622206,0.1981431164357729,13.015790527001284,13.603260953559355,-0.7556836026875092
2022-08-08,18,0.1052706729592982,0.597536302220365,0.2080219290532315,0.6673067090745144,0.0101903784655111,12.35321983071831,13.639529278355685,-0.7446430148002307
2022-08-15,19,0.5832981938035416,0.3940771236326106,0.8469983706337296,0.5674308653093566,0.0420569654442722,12.92889002451578,13.675797603140543,-0.6945396335467662
2022-08-22,20,0.486270162775537,0.7926019689179522,0.0876946965465164,0.4662909078701548,0.1112094243610577,12.937755193329163,13.712065927925401,-0.6003137927657101
2022-08-29,21,0.5601479474101849,0.5776774969500225,0.5168875220968588,0.2228436608196003,0.2130387759441984,13.829582822415547,13.74833425273133,-0.46232702671967374
2022-09-05,22,0.1363662447582691,0.7404702675254303,0.132341232506009,0.6064803400292006,0.2380032604530734,13.39570578917422,13.78460257753726,-0.2894525398224578
2022-09-12,23,0.5710130661252351,0.3123495517497431,0.2765495358944647,0.1946813265254027,0.884521531618113,14.281105243350988,13.82087090236942,-0.09953800736794981
2022-09-19,24,0.1361582021392432,0.4968328854537767,0.1633965542264795,0.0582733320552368,0.1626926340206302,13.77100905187621,13.85713922720158,0.08357020715953267
2022-09-26,25,0.0580379986382138,0.179386163041554,0.8412279926923869,0.7460244364198036,0.0110277008370748,13.190460685233042,13.893407552026503,0.23594536023363957
2022-10-03,26,0.6086335861887879,0.996141190118628,0.2748463608566204,0.4183989773451053,0.4244966647744493,14.84598240829431,13.929675876851423,0.3406887257218652
2022-10-10,27,0.6129437900866228,0.2222627674849585,0.9746928128822892,0.599610859204682,0.0317756910346349,14.211968750468438,13.965944201676345,0.39376235423647404
2022-10-17,28,0.6237992164176719,0.2347386680595314,0.4405589719213341,0.41004016103831,0.0477773847593526,14.04466481295443,14.002212526511066,0.4062296459938404
2022-10-24,29,0.3358407925452958,0.0668848425754372,0.4887263498146388,0.4738500448464831,0.963181716739735,15.102749938802376,14.038480851345787,0.4016171023080882
2022-10-31,30,0.19503015990611,0.2355937146426677,0.3674663758519121,0.026259608730706,0.3870637504999847,14.78950542222402,14.07474917615479,0.4087155969845797
2022-11-07,31,0.0050469936112333,0.6973859991745767,0.217698859651429,0.1447271532119436,0.1735825825066475,14.125556484683276,14.11101750096379,0.4517841114965624
2022-11-14,32,0.4595358146630409,0.6377709446740387,0.2787088834661794,0.522747214152842,0.0679107866418583,14.59191509382324,14.147285825780823,0.5412190389474845
2022-11-21,33,0.5123330332057321,0.1175881819536494,0.9409341876619016,0.4420716496984542,0.1986942624162308,14.585185762436735,14.183554150597855,0.6678812693707357
2022-11-28,34,0.5946438828960663,0.3438260424776219,0.141767688347954,0.1228479399072986,0.1742714016208864,15.176790593380138,14.21982247541038,0.803320647205083
2022-12-05,35,0.2006020835334392,0.3846595623684273,0.9882189012202124,0.7376292726490474,0.8744412014424732,15.790375310753042,14.256090800222905,0.9063615903831576
2022-12-12,36,0.1531628548112307,0.6076967159627437,0.5343019829197267,0.1195927073324323,0.2151467395695371,14.98087808841844,14.292359125008428,0.9344686139857635
2022-12-19,37,0.4549886314534563,0.416651274176462,0.2535057130451506,0.3953813472970579,0.0421530468137173,14.331996691545578,14.32862744979395,0.8566667049316272
2022-12-26,38,0.5729279184442481,0.5359905336311246,0.4520101981501884,0.1115729730683071,0.9268052023585862,15.477463387013705,14.364895774572535,0.6641114925309609
2023-01-02,39,0.9636708728449708,0.7673468640035767,0.2684394280722063,0.5558173492446742,0.3197318840892819,15.372035584840422,14.40116409935112,0.3749487534253316
2023-01-09,40,0.1071229861827868,0.6638888509550102,0.2687997556035569,0.2140864512318829,0.059963138470306,14.269577729877344,14.437432424129497,0.03173516502089273
2023-01-16,41,0.3431728230731734,0.3335623611389473,0.3549793411571834,0.1039265805756052,0.0581465697696654,13.815973886414204,14.473700748907875,-0.30808540490083763
